nivel,serie_id,primer_mes,ultimo_mes,meses_observados,observaciones_modelables,creditos_total,creditos_mediana,tasa_minima,tasa_maxima,tasa_std,meses_esperados,cobertura_meses,apta_modelo
banco_rango,Bancoomeva | Menor o igual a 3 SMLMV,2023-09,2026-03,31,28,1544,45.0,19.953928571428573,29.77885714285714,3.421711236335346,31,1.0,True
banco_rango,Finandina | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2023-09,2026-03,31,28,1444,37.0,18.82659574468085,25.87826923076923,1.981741758272989,31,1.0,True
banco_rango,Banco Serfinanza | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2023-09,2026-03,31,28,1397,24.0,13.352901785714286,22.812,3.108036885805502,31,1.0,True
banco_rango,Banco de Occidente | Menor o igual a 3 SMLMV,2023-09,2026-03,31,28,1382,37.0,19.97342857142857,35.684814814814814,4.981223142174342,31,1.0,True
banco_rango,BBVA Colombia | Mayor a 100 SMLMV,2023-09,2026-03,31,28,1357,28.0,16.11815,25.45173913043478,1.7576108822908043,31,1.0,True
banco_rango,Banco Mundo Mujer | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2023-09,2026-03,31,28,1153,29.0,24.259032258064515,41.38333333333333,5.134064763672639,31,1.0,True
banco_rango,Banco Agrario | Menor o igual a 3 SMLMV,2023-09,2026-03,31,28,1082,35.0,21.731186440677966,37.28000000000001,4.3928660895291625,31,1.0,True
banco_rango,Bancoomeva | Mayor a 100 SMLMV,2023-09,2026-03,31,28,738,8.0,15.618607594936709,28.689285714285717,3.8975589555331926,31,1.0,True
banco_rango,Banco Agrario | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2023-09,2026-03,31,28,705,18.0,21.66709090909091,30.457142857142856,2.4589119555122068,31,1.0,True
banco_rango,Banco Popular | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2023-09,2025-12,25,22,591,4.0,19.43,29.78316326530612,3.137814597095709,28,0.8928571428571429,True
banco_rango,Banco Popular | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2023-09,2026-03,30,27,581,4.5,20.905,32.626444444444445,3.640323930476495,31,0.967741935483871,True
banco_rango,Itaú | Menor o igual a 3 SMLMV,2023-09,2026-03,31,28,483,11.0,18.765,29.3025,3.193669058066257,31,1.0,True
banco_rango,Banco Davivienda | Mayor a 100 SMLMV,2023-09,2026-01,28,25,347,11.0,15.522682926829267,30.14,3.587979140412926,29,0.9655172413793104,True
banco_rango,Finandina | Menor o igual a 3 SMLMV,2023-09,2026-03,28,25,344,12.5,22.27,36.81333333333333,3.158934574735729,31,0.9032258064516129,True
banco_rango,Banco Popular | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2023-09,2026-03,27,24,322,2.0,22.3975,34.788448275862066,4.046737184401929,31,0.8709677419354839,True
banco_rango,Banco Popular | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2023-09,2026-02,25,22,299,3.0,21.063333333333333,29.098000000000003,1.9331364239079945,30,0.8333333333333334,True
banco_rango,Banco Falabella | Mayor a 100 SMLMV,2023-09,2026-03,26,23,254,8.5,15.39,30.93,3.9354491118464456,31,0.8387096774193549,True
banco_rango,Banco Caja Social | Mayor a 100 SMLMV,2023-09,2026-03,30,27,215,5.5,13.475,22.455,2.798553540976745,31,0.967741935483871,True
banco_rango,Banco Unión | Menor o igual a 3 SMLMV,2023-09,2026-03,31,28,175,5.0,24.31,41.75,5.046277506832701,31,1.0,True
banco_rango,Banco Unión | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2023-10,2026-03,30,27,173,5.0,24.31833333333333,39.45,4.595897673903446,30,1.0,True
banco_rango,Banco Unión | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2023-10,2026-03,30,27,120,4.0,24.31,39.45,4.327119837177531,30,1.0,True
banco_rango,Coopcentral | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2023-09,2026-03,30,27,112,3.5,12.676666666666668,29.0,3.47561871154033,31,0.967741935483871,True
banco_rango,Bancien | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2023-09,2024-08,12,9,2681,245.0,29.153673469387755,39.8,3.802062994139355,12,1.0,False
banco_rango,Banco Contactar | Menor o igual a 3 SMLMV,2024-03,2025-12,8,5,1876,193.5,14.0,33.3,6.352424181817032,22,0.36363636363636365,False
banco_rango,Bancien | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2023-09,2024-09,13,10,1603,125.0,14.03,39.8,6.7256567706718196,13,1.0,False
banco_rango,Banco Contactar | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2024-03,2025-12,7,4,1135,166.0,24.98,33.3,2.850727303205677,22,0.3181818181818182,False
