number,value,params_alpha,user_attrs_mae_valid,user_attrs_rmse_valid,user_attrs_smape_valid,state,nivel,familia,params_l1_ratio,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_l2_regularization,params_learning_rate,params_max_iter,params_max_leaf_nodes,params_colsample_bytree,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample
36,0.7610171801060546,0.5291359442578967,1.2409303220340167,1.7486598820799732,6.979946013598835,COMPLETE,banco_rango,elasticnet,0.6957995671880137,,,,,,,,,,,,,,
37,0.16985601995880717,1.9911343080356754,2.3658796768756942,3.2591077373440323,12.424760005354344,COMPLETE,banco_rango,elasticnet,0.7950085335117868,,,,,,,,,,,,,,
38,0.7042378142325021,0.1291021955734959,1.5368894791181855,1.945330202041469,8.301162728584861,COMPLETE,banco_rango,elasticnet,0.7318018104819971,,,,,,,,,,,,,,
39,0.7700274109782804,0.31030273974289446,1.2424494394668246,1.7153788185944137,6.923333206287497,COMPLETE,banco_rango,elasticnet,0.9057455791052701,,,,,,,,,,,,,,
40,0.6625166435354346,0.053331474925185404,1.691901885854687,2.078012643959003,9.07024952725773,COMPLETE,banco_rango,elasticnet,0.8981746497519667,,,,,,,,,,,,,,
41,0.7349517957325407,0.7570497672146775,1.2578806436626517,1.8415539183327436,7.192800249725987,COMPLETE,banco_rango,elasticnet,0.7956311028844698,,,,,,,,,,,,,,
42,0.761064820612969,0.41756412817686506,1.2658645803571884,1.7484855783467463,7.045068047294832,COMPLETE,banco_rango,elasticnet,0.683848918664441,,,,,,,,,,,,,,
43,0.7709613374342444,0.3349572116358537,1.2338086713320917,1.711892169466394,6.889100640016876,COMPLETE,banco_rango,elasticnet,0.8919603398867373,,,,,,,,,,,,,,
44,0.7669316018530309,0.2669762153259911,1.263450022585147,1.726886130719659,7.013015706375132,COMPLETE,banco_rango,elasticnet,0.9286401626579227,,,,,,,,,,,,,,
45,0.7487421937663274,0.15561956282585326,1.3570540352349003,1.7930061849508132,7.439159723386688,COMPLETE,banco_rango,elasticnet,0.9472771123168303,,,,,,,,,,,,,,
46,0.5944739360725508,0.01390370157542227,1.8920779100408052,2.2778828878604984,10.201449555290816,COMPLETE,banco_rango,elasticnet,0.9078852151102389,,,,,,,,,,,,,,
